tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
10090	Mus musculus	22062	0	live	Trp73	TAp73, Tp73, deltaNp73, p73	transformation related protein 73	tumor protein p73	4 83.79 cM	4	NC_000070.7	154140706	154224332	minus	17		
10090	Mus musculus	76854	0	live	Gper1	6330420K13Rik, CMKRL2, Ceprl, FEG-1, GPCR-Br, Gper, Gpr30	G protein-coupled estrogen receptor 1	G-protein coupled estrogen receptor 1|G-protein coupled receptor 30|chemoattractant receptor-like 2|constitutively expressed peptide-like receptor like|mER|membrane estrogen receptor	5 78.58 cM	5	NC_000071.7	139408905	139413555	plus	3		
10090	Mus musculus	18213	0	live	Ntrk3	Ntrk3_tv3, TrkC	neurotrophic tyrosine kinase, receptor, type 3	NT-3 growth factor receptor|GP145-TrkC|neurotrophin-3|trk-C|trkC tyrosine kinase	7 44.01 cM	7	NC_000073.7	77825711	78228865	minus	24		
10116	Rattus norvegicus	24414	0	live	Grm1	Gprc1a	glutamate metabotropic receptor 1	metabotropic glutamate receptor 1|G protein coupled receptor family C group 1 member A|glutamate receptor, metabotropic 1|mGluR1	1p13	1	NC_086019.1	6878542	7273447	minus	10		
9606	Homo sapiens	6414	0	live	SELENOP	SELP, SEPP, SEPP1, SeP	selenoprotein P	selenoprotein P|selenoprotein P, plasma, 1	5p12	5	NC_000005.10	42799880	42811892	minus	7	601484	
10090	Mus musculus	74568	0	live	Mlkl	9130019I15Rik	mixed lineage kinase domain-like	mixed lineage kinase domain-like protein	8 57.98 cM	8	NC_000074.7	112037879	112065081	minus	12		
9606	Homo sapiens	885	0	live	CCK		cholecystokinin	cholecystokinin|cholecystokinin triacontatriapeptide|prepro-cholecystokinin	3p22.1	3	NC_000003.12	42257826	42266185	minus	6	118440	
9606	Homo sapiens	815	0	live	CAMK2A	CAMKA, CaMKIINalpha, CaMKIIalpha, MRD53, MRT63	calcium/calmodulin dependent protein kinase II alpha	calcium/calmodulin-dependent protein kinase type II subunit alpha|CaM kinase II alpha subunit|CaM-kinase II alpha chain|CaMK-II alpha subunit|caM kinase II subunit alpha|caMK-II subunit alpha|calcium/calmodulin-dependent protein kinase (CaM kinase) II alpha|calcium/calmodulin-dependent protein kinase II alpha-B subunit|calcium/calmodulin-dependent protein kinase type II alpha chain	5q32	5	NC_000005.10	150219491	150290130	minus	20	114078	
9606	Homo sapiens	2280	0	live	FKBP1A	FKBP-12, FKBP-1A, FKBP1, FKBP12, PKC12, PKCI2, PPIASE	FKBP prolyl isomerase 1A	peptidyl-prolyl cis-trans isomerase FKBP1A|12 kDa FK506-binding protein|12 kDa FKBP|FK506 binding protein 1A, 12kDa|FK506 binding protein12|FK506-binding protein 1|FK506-binding protein 12|FK506-binding protein 1A|FK506-binding protein, T-cell, 12-kD|FKBP12-Exip3|PPIase FKBP1A|calstabin-1|immunophilin FKBP12|protein kinase C inhibitor 2|rotamase	20p13	20	NC_000020.11	1368978	1393054	minus	5	186945	
9606	Homo sapiens	7533	0	live	YWHAH	YWHA1	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta	14-3-3 protein eta|14-3-3 eta|tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide	22q12.3	22	NC_000022.11	31944535	31957603	plus	2	113508	
9606	Homo sapiens	5336	0	live	PLCG2	APLAID, FCAS3, PLC-IV, PLC-gamma-2	phospholipase C gamma 2	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2|phosphoinositide phospholipase C-gamma-2|phospholipase C, gamma 2 (phosphatidylinositol-specific)|phospholipase C-IV	16q23.3	16	NC_000016.10	81779291	81962685	plus	33	600220	
9606	Homo sapiens	498	0	live	ATP5F1A	ATP5A, ATP5A1, ATP5AL2, ATPM, COXPD22, HEL-S-123m, MC5DN4, MC5DN4A, MC5DN4B, MOM2, OMR, ORM, hATP1	ATP synthase F1 subunit alpha	ATP synthase subunit alpha, mitochondrial|ATP synthase alpha chain, mitochondrial|ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle|ATP sythase (F1-ATPase) alpha subunit|epididymis secretory sperm binding protein Li 123m|mitochondrial ATP synthetase, oligomycin-resistant	18q21.1	18	NC_000018.10	46080248	46104227	minus	13	164360	
9606	Homo sapiens	10533	0	live	ATG7	APG7-LIKE, APG7L, GSA7, SCAR31	autophagy related 7	ubiquitin-like modifier-activating enzyme ATG7|APG7 autophagy 7-like|ATG12-activating enzyme E1 ATG7|hAGP7|ubiquitin-activating enzyme E1-like protein	3p25.3	3	NC_000003.12	11272397	11576353	plus	32	608760	
9606	Homo sapiens	6750	0	live	SST	SMST1, SST	somatostatin	somatostatin|growth hormone release-inhibiting factor|prepro-somatostatin|somatostatin-14|somatostatin-28	3q27.3	3	NC_000003.12	187668912	187670394	minus	2	182450	
9606	Homo sapiens	3269	0	live	HRH1	H1-R, H1R, HH1R, hisH1	histamine receptor H1	histamine H1 receptor|histamine receptor, subclass H1	3p25.3	3	NC_000003.12	11137238	11263557	plus	6	600167	
9606	Homo sapiens	2288	0	live	FKBP4	FKBP51, FKBP52, FKBP59, HBI, Hsp56, PPIase, p52	FKBP prolyl isomerase 4	peptidyl-prolyl cis-trans isomerase FKBP4|FK506 binding protein 4, 59kDa|HSP binding immunophilin|T-cell FK506-binding protein, 59kD|peptidylprolyl cis-trans isomerase|rotamase	12p13.33	12	NC_000012.12	2794970	2805423	plus	11	600611	
10090	Mus musculus	16784	0	live	Lamp2	CD107b, LGP-B, Lamp II, Lamp-2, Lamp-2a, Lamp-2b, Lamp-2c, Mac3	lysosomal-associated membrane protein 2	lysosome-associated membrane glycoprotein 2|CD107 antigen-like family member B|lysosomal membrane glycoprotein 2|lysosomal membrane glycoprotein type B	X 22.67 cM	X	NC_000086.8	37488524	37545337	minus	11		
9606	Homo sapiens	4543	0	live	MTNR1A	MEL-1A-R, MT1	melatonin receptor 1A	melatonin receptor type 1A|mel1a receptor	4q35.2	4	NC_000004.12	186533655	186555567	minus	3	600665	
10090	Mus musculus	22166	0	live	Txn1	ADF, Trx1, Txn	thioredoxin 1	thioredoxin|ATL-derived factor|trx	4 31.87 cM	4	NC_000070.7	57943373	57956411	minus	5		
9606	Homo sapiens	950	0	live	SCARB2	AMRF, CD36L2, EPM4, HLGP85, LGP85, LIMP-2, LIMPII, SR-BII	scavenger receptor class B member 2	lysosome membrane protein 2|85 kDa lysosomal membrane sialoglycoprotein|85 kDa lysosomal sialoglycoprotein scavenger receptor class B, member 2|CD36 antigen (collagen type I receptor, thrombospondin receptor)-like 2 (lysosomal integral membrane protein II)|CD36 antigen-like 2|LIMP II|lysosome membrane protein II	4q21.1	4	NC_000004.12	76158737	76234532	minus	14	602257	
10116	Rattus norvegicus	171045	0	live	Mmp3		matrix metallopeptidase 3	stromelysin-1|MMP-3|PTR1 protein|SL-1|matrix metalloproteinase-3|transin-1	8q11	8	NC_086026.1	12925267	12938828	plus	11		
9606	Homo sapiens	6334	0	live	SCN8A	BFIS5, CERIII, CIAT, DEE13, EIEE13, MED, MYOCL2, NaCh6, Nav1.6, PN4	sodium voltage-gated channel alpha subunit 8	sodium channel protein type 8 subunit alpha|hNa6/Scn8a voltage-gated sodium channel|sodium channel, voltage gated, type VIII, alpha subunit|voltage-gated sodium channel subunit alpha Nav1.6|voltage-gated sodium channel type VIII alpha protein	12q13.13	12	NC_000012.12	51591233	51812864	plus	28	600702	
9606	Homo sapiens	56652	0	live	TWNK	ATXN8, C10orf2, IOSCA, MTDPS7, PEO, PEO1, PEOA3, PRLTS5, SANDO, SCA8, TWINL	twinkle mtDNA helicase	twinkle mtDNA helicase|T7 gp4-like protein with intramitochondrial nucleoid localization|T7 helicase-related protein with intramitochondrial nucleoid localization|T7-like mitochondrial DNA helicase|ataxin 8|progressive external ophthalmoplegia 1 protein|twinkle protein, mitochondrial	10q24.31	10	NC_000010.11	100987543	100994403	plus	5	606075	
9606	Homo sapiens	9446	0	live	GSTO1	GSTO 1-1, GSTTLp28, HEL-S-21, P28, SPG-R	glutathione S-transferase omega 1	glutathione S-transferase omega-1|MMA(V) reductase|S-(Phenacyl)glutathione reductase|epididymis secretory protein Li 21|glutathione S-transferase omega 1-1|glutathione-S-transferase like|glutathione-dependent dehydroascorbate reductase|monomethylarsonic acid reductase	10q25.1	10	NC_000010.11	104254173	104267455	plus	7	605482	
9606	Homo sapiens	347	0	live	APOD		apolipoprotein D	apolipoprotein D|apo-D	3q29	3	NC_000003.12	195568705	195583940	minus	5	107740	
9606	Homo sapiens	831	0	live	CAST	BS-17, MIR583HG, PLACK	calpastatin	calpastatin|MIR583 host|calpain inhibitor|sperm BS-17 component	5q15	5	NC_000005.10	95961429	96774683	plus	49	114090	
9606	Homo sapiens	4218	0	live	RAB8A	MEL, RAB8	RAB8A, member RAS oncogene family	ras-related protein Rab-8A|mel transforming oncogene (RAB8 homolog)|mel transforming oncogene (derived from cell line NK14)|mel transforming oncogene (derived from cell line NK14)- RAB8 homolog|oncogene c-mel|ras-associated protein RAB8	19p13.11	19	NC_000019.10	16111889	16134234	plus	8	165040	
9606	Homo sapiens	2869	0	live	GRK5	FP2025, GPRK5	G protein-coupled receptor kinase 5	G protein-coupled receptor kinase 5|g protein-coupled receptor kinase GRK5	10q26.11	10	NC_000010.11	119207571	119459745	plus	16	600870	
10090	Mus musculus	214084	0	live	Slc18a2	1110037L13Rik, 9330105E13, Vmat2	solute carrier family 18 (vesicular monoamine), member 2	synaptic vesicular amine transporter|VAT2|monoamine transporter|solute carrier family 18 member 2|vesicular amine transporter 2|vesicular monoamine transporter 2	19 54.64 cM	19	NC_000085.7	59249310	59284444	plus	16		
10090	Mus musculus	12366	0	live	Casp2	CASP-2, ICH-1, NEDD-2, Nedd2	caspase 2	caspase-2|neural precursor cell expressed developmentally down-regulated protein 2|protease ICH-1	6 20.54 cM	6	NC_000072.7	42241942	42259442	plus	12		
9606	Homo sapiens	1141	0	live	CHRNB2	EFNL3, nAChRB2	cholinergic receptor nicotinic beta 2 subunit	neuronal acetylcholine receptor subunit beta-2|acetylcholine receptor, nicotinic, beta 2 (neuronal)|beta2 human neuronal nicotinic acetylcholine receptor|cholinergic receptor, nicotinic beta 2|cholinergic receptor, nicotinic, beta 2 (neuronal)|cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal)|neuronal nicotinic acetylcholine receptor beta 2	1q21.3	1	NC_000001.11	154567778	154580013	plus	7	118507	
10116	Rattus norvegicus	29424	0	live	Htt	Hd, Hdh	huntingtin	huntingtin|HD protein homolog|Huntington disease gene homolog|huntingtin (Huntington disease)|huntington disease protein homolog	14q21	14	NC_086032.1	80070456	80219668	minus	68		
10090	Mus musculus	22241	0	live	Ulk1	Unc51.1, mKIAA0722	unc-51 like kinase 1	serine/threonine-protein kinase ULK1|serine/threonine-protein kinase Unc51.1	5 F	5	NC_000071.7	110932355	110957991	minus	29		
9606	Homo sapiens	8880	0	live	FUBP1	FBP, FUBP, hDH V	far upstream element binding protein 1	far upstream element-binding protein 1|DNA helicase V|FUSE binding protein 1|epididymis secretory sperm binding protein|far upstream element (FUSE) binding protein 1	1p31.1	1	NC_000001.11	77944055	77979501	minus	25	603444	
9606	Homo sapiens	407030	0	live	MIR30B	MIRN30B, mir-30b	microRNA 30b	hsa-mir-30b	8q24.22	8	NC_000008.11	134800520	134800607	minus	1	619018	
10090	Mus musculus	74747	0	live	Ddit4	5830413E08Rik, REDD1, Rtp801, dig2	DNA-damage-inducible transcript 4	DNA damage-inducible transcript 4 protein|HIF-1 responsive RTP801|HIF-1 responsive protein RTP801|REDD-1|dexamethasone-induced gene 2 protein|protein regulated in development and DNA damage response 1	10 29.66 cM	10	NC_000076.7	59785497	59787592	minus	3		
10116	Rattus norvegicus	29244	0	live	Gch1	GTPCH, GTPCH-1, Gch	GTP cyclohydrolase 1	GTP cyclohydrolase 1|GTP cyclohydrase I|GTP cyclohydrolase I|GTP-CH-I	15p14	15	NC_086033.1	22884006	22917412	minus	6		
9606	Homo sapiens	8874	0	live	ARHGEF7	BETA-PIX, COOL-1, COOL1, Nbla10314, P50, P50BP, P85, P85COOL1, P85SPR, PAK3, PIXB	Rho guanine nucleotide exchange factor 7	rho guanine nucleotide exchange factor 7|PAK-interacting exchange factor beta|Rho guanine nucleotide exchange factor (GEF) 7|SH3 domain-containing proline-rich protein	13q34	13	NC_000013.11	111114619	111305734	plus	32	605477	
9606	Homo sapiens	29904	0	live	EEF2K	CaMKIII, HSU93850, eEF-2K	eukaryotic elongation factor 2 kinase	eukaryotic elongation factor 2 kinase|alternative protein EEF2K|calcium/calmodulin-dependent eukaryotic elongation factor-2 kinase|calmodulin-dependent protein kinase III|eEF-2 kinase|elongation factor-2 kinase|eukaroytic elongation factor 2 kinase	16p12.2	16	NC_000016.10	22206278	22288738	plus	18	606968	
9606	Homo sapiens	10890	0	live	RAB10		RAB10, member RAS oncogene family	ras-related protein Rab-10|GTP-binding protein RAB10|ras-related GTP-binding protein	2p23.3	2	NC_000002.12	26033285	26137454	plus	7	612672	
9606	Homo sapiens	5141	0	live	PDE4A	DPDE2, PDE4, PDE46	phosphodiesterase 4A	3',5'-cyclic-AMP phosphodiesterase 4A|cAMP-specific 3',5'-cyclic phosphodiesterase 4A|cAMP-specific phosphodiesterase 4A|phosphodiesterase 4A, cAMP-specific (dunce|phosphodiesterase E2 dunce homolog, Drosophila|phosphodiesterase isozyme 4	19p13.2	19	NC_000019.10	10416773	10469631	plus	22	600126	
9606	Homo sapiens	3163	0	live	HMOX2	HO-2	heme oxygenase 2	heme oxygenase 2|heme oxygenase (decycling) 2	16p13.3	16	NC_000016.10	4474736	4510347	plus	13	141251	
9606	Homo sapiens	27347	0	live	STK39	DCHT, PASK, SPAK	serine/threonine kinase 39	STE20/SPS1-related proline-alanine-rich protein kinase|STE20/SPS1 homolog|Ste20-like protein kinase|proline-alanine-rich STE20-related kinase|serine threonine kinase 39 (STE20/SPS1 homolog, yeast)|serine/threonine-protein kinase 39|small intestine SPAK-like kinase|ste-20-related kinase	2q24.3	2	NC_000002.12	167954022	168247595	minus	23	607648	
9606	Homo sapiens	2596	0	live	GAP43	B-50, GAP-43, PP46	growth associated protein 43	neuromodulin|axonal membrane protein GAP-43|calmodulin-binding protein P-57|nerve growth-related peptide GAP43|neural phosphoprotein B-50|neuron growth-associated protein 43|protein F1	3q13.31	3	NC_000003.12	115623510	115721483	plus	4	162060	
9606	Homo sapiens	10769	0	live	PLK2	SNK, hPlk2, hSNK	polo like kinase 2	serine/threonine-protein kinase PLK2|PLK-2|serine/threonine-protein kinase SNK|serum-inducible kinase	5q11.2	5	NC_000005.10	58453982	58460086	minus	14	607023	
9606	Homo sapiens	407031	0	live	MIR30C1	MIRN30C1, mir-30c-1	microRNA 30c-1	hsa-mir-30c-1|miR-30c	1p34.2	1	NC_000001.11	40757284	40757372	plus	1	615151	
9606	Homo sapiens	3310	0	live	HSPA6	HSP70B'	heat shock protein family A (Hsp70) member 6	heat shock 70 kDa protein 6|epididymis secretory sperm binding protein|heat shock 70 kDa protein B'|heat shock 70kD protein 6 (HSP70B')|heat shock 70kDa protein 6 (HSP70B')	1q23.3	1	NC_000001.11	161524540	161526894	plus	1	140555	
9606	Homo sapiens	9532	0	live	BAG2	BAG-2, dJ417I1.2	BAG cochaperone 2	BAG family molecular chaperone regulator 2|BCL2 associated athanogene 2|bcl-2-associated athanogene 2|dJ417I1.2 (BAG-family molecular chaperone regulator 2)	6p12.1	6	NC_000006.12	57172326	57189833	plus	5	603882	
9606	Homo sapiens	4540	0	live	MT-ND5	MTND5, ND5	mitochondrially encoded NADH dehydrogenase 5	NADH dehydrogenase subunit 5		MT	NC_012920.1	12337	14148	plus	0		
9606	Homo sapiens	2354	0	live	FOSB	AP-1, G0S3, GOS3, GOSB	FosB proto-oncogene, AP-1 transcription factor subunit	protein FosB|FBJ murine osteosarcoma viral oncogene homolog B|FosB proto-oncogene, AP-1 trancription factor subunit|G0/G1 switch regulatory protein 3|activator protein 1|transcription factor AP-1 subunit FosB	19q13.32	19	NC_000019.10	45467996	45475179	plus	4	164772	
9606	Homo sapiens	4835	0	live	NQO2	DHQV, DIA6, NMOR2, QR2	N-ribosyldihydronicotinamide:quinone dehydrogenase 2	ribosyldihydronicotinamide dehydrogenase [quinone]|N-ribosyldihydronicotinamide:quinone reductase 2|NAD(P)H dehydrogenase, quinone 2|NAD(P)H menadione oxidoreductase-1, dioxin-inducible-2|NAD(P)H quinone dehydrogenase 2|NRH:quinone oxidoreductase 2|quinone reductase 2|ribosyldihydronicotinamide dehydrogenase	6p25.2	6	NC_000006.12	2999894	3019755	plus	10	160998	
9606	Homo sapiens	22807	0	live	IKZF2	ANF1A2, HELIOS, ZNF1A2, ZNFN1A2	IKAROS family zinc finger 2	zinc finger protein Helios|ikaros family zinc finger protein 2|zinc finger DNA binding protein Helios|zinc finger protein, subfamily 1A, 2 (Helios)	2q34	2	NC_000002.12	212999698	213152456	minus	11	606234	
9606	Homo sapiens	2674	0	live	GFRA1	GDNFR, GDNFR-alpha-1, GDNFRA, GFR-ALPHA-1, GFRalpha-1, RET1L, RETL1, RHDA4, TRNR1	GDNF family receptor alpha 1	GDNF family receptor alpha-1|GDNF receptor alpha 1d|GDNF receptor alpha 1e|GPI-linked anchor protein|Glial cell line-derived neurotrophic factor receptor alpha|PI-linked cell-surface accessory protein|RET ligand 1|TGF-beta-related neurotrophic factor receptor 1	10q25.3	10	NC_000010.11	116056925	116274705	minus	16	601496	
9606	Homo sapiens	9063	0	live	PIAS2	ARIP3, DIP, MIZ1, PIASX, SIZ2, ZMIZ4	protein inhibitor of activated STAT 2	E3 SUMO-protein ligase PIAS2|DAB2-interacting protein|E3 SUMO-protein transferase PIAS2|androgen receptor-interacting protein 3|msx-interacting zinc finger protein|protein inhibitor of activated STAT X|zinc finger, MIZ-type containing 4	18q21.1	18	NC_000018.10	46803218	46920145	minus	21	603567	
9606	Homo sapiens	9456	0	live	HOMER1	HOMERA, HOMER1B, HOMER1C, SYN47, Ves-1, HOMER1	homer scaffold protein 1	homer protein homolog 1|homer homolog 1|homer scaffolding protein 1|homer, neuronal immediate early gene, 1|homer-1	5q14.1	5	NC_000005.10	79372636	79514134	minus	11	604798	
9606	Homo sapiens	1740	0	live	DLG2	PPP1R58, PSD-93, PSD93, chapsyn-110	discs large MAGUK scaffold protein 2	disks large homolog 2|channel-associated protein of synapse-110|channel-associated protein of synapses, 110kDa|discs, large homolog 2, chapsyn-110|postsynaptic density protein PSD-93|protein phosphatase 1, regulatory subunit 58	11q14.1	11	NC_000011.10	83455012	85628373	minus	47	603583	
9606	Homo sapiens	27074	0	live	LAMP3	CD208, DC LAMP, DC-LAMP, DCLAMP, LAMP, LAMP-3, TSC403	lysosomal associated membrane protein 3	lysosome-associated membrane glycoprotein 3|DC-lysosome-associated membrane glycoprotein	3q27.1	3	NC_000003.12	183122215	183163813	minus	10	605883	
10116	Rattus norvegicus	25516	0	live	Pnoc	N23K, Npnc1	prepronociceptin	prepronociceptin|Prepronociceptin (neuropeptide nociceptin) (N23K)|neuropeptide nociceptin 1|nociceptin|orphanin FQ	15p12	15	NC_086033.1	43800240	43827841	minus	5		
9606	Homo sapiens	406895	0	live	MIR103A1	MIR103-1, MIRN103-1, mir-103a-1	microRNA 103a-1	hsa-mir-103-1|hsa-mir-103a-1|microRNA 103-1	5q34	5	NC_000005.10	168560896	168560973	minus	1	613187	
9606	Homo sapiens	1996	0	live	ELAVL4	HUD, PNEM	ELAV like RNA binding protein 4	ELAV-like protein 4|ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4 (Hu antigen D)|ELAV like neuron-specific RNA binding protein 4|Hu antigen D|paraneoplastic encephalomyelitis antigen HuD	1p33-p32.3	1	NC_000001.11	50048055	50203772	plus	16	168360	
9606	Homo sapiens	713	0	live	C1QB	C1QD2	complement C1q B chain	complement C1q subcomponent subunit B|complement C1q chain B|complement component 1, q subcomponent, B chain|complement component 1, q subcomponent, beta polypeptide|complement component C1q, B chain|complement subcomponent C1q chain B	1p36.12	1	NC_000001.11	22653236	22661637	plus	4	120570	
9606	Homo sapiens	400916	0	live	CHCHD10	C22orf16, FTDALS2, IMMD, MIX17A, N27C7-4, SMAJ	coiled-coil-helix-coiled-coil-helix domain containing 10	coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial|MIX17 homolog A	22q11.23	22	NC_000022.11	23765834	23767972	minus	4	615903	
9606	Homo sapiens	3960	0	live	LGALS4	GAL4, L36LBP	galectin 4	galectin-4|L-36 lactose-binding protein|antigen NY-CO-27|gal-4|lactose-binding lectin 4|lectin, galactoside-binding, soluble, 4	19q13.2	19	NC_000019.10	38801674	38812945	minus	10	602518	
10090	Mus musculus	11739	0	live	Slc25a4	Ant1, mANC1	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4	ADP/ATP translocase 1|ADP,ATP carrier protein 1|ADP,ATP carrier protein, heart/skeletal muscle|ANT 1|adenine nucleotide translocase-1|adenine nucleotide translocator 1, skeletal muscle|solute carrier family 25 member 4	8 26.22 cM	8	NC_000074.7	46660205	46664099	minus	4		
9606	Homo sapiens	7473	0	live	WNT3	INT4, TETAMS	Wnt family member 3	proto-oncogene Wnt-3|WNT-3 proto-oncogene protein|proto-oncogene Int-4 homolog|wingless-type MMTV integration site family, member 3	17q21.31-q21.32	17	NC_000017.11	46762506	46818692	minus	5	165330	
9606	Homo sapiens	131450	0	live	CD200R1	CD200R, HCRTR2, MOX2R, OX2R	CD200 receptor 1	cell surface glycoprotein CD200 receptor 1|CD200 cell surface glycoprotein receptor|MOX2 receptor|cell surface glycoprotein OX2 receptor 1|cell surface glycoprotein receptor CD200	3q13.2	3	NC_000003.12	112921205	112975103	minus	8	607546	
9606	Homo sapiens	1327	0	live	COX4I1	COX IV-1, COX4, COX4-1, COXIV, COXIV-1, MC4DN16	cytochrome c oxidase subunit 4I1	cytochrome c oxidase subunit 4 isoform 1, mitochondrial|cytochrome c oxidase polypeptide IV|cytochrome c oxidase subunit IV	16q24.1	16	NC_000016.10	85799695	85807068	plus	6	123864	
10090	Mus musculus	58861	0	live	Cysltr1	CysLT1R, Cyslt1	cysteinyl leukotriene receptor 1	cysteinyl leukotriene receptor 1|LTD4 receptor|cysteinyl leukotriene D4 receptor	X D	X	NC_000086.8	105617952	105647329	minus	4		
9606	Homo sapiens	338442	0	live	HCAR2	GPR109A, HCA2, HM74a, HM74b, NIACR1, PUMAG, Puma-g	hydroxycarboxylic acid receptor 2	hydroxycarboxylic acid receptor 2|G protein-coupled receptor HM74a|G-protein coupled receptor 109A|G-protein coupled receptor HM74A|hydroxy-carboxylic acid receptor 2|niacin receptor 1|nicotinic acid receptor	12q24.31	12	NC_000012.12	122701293	122703357	minus	1	609163	
9606	Homo sapiens	7419	0	live	VDAC3	HD-VDAC3, VDAC-3	voltage dependent anion channel 3	voltage-dependent anion-selective channel protein 3|outer mitochondrial membrane protein porin 3	8p11.21	8	NC_000008.11	42391880	42405937	plus	12	610029	
9606	Homo sapiens	55288	0	live	RHOT1	ARHT1, MIRO-1, MIRO1	ras homolog family member T1	mitochondrial Rho GTPase 1|mitochondrial Rho (MIRO) GTPase 1|rac-GTP binding protein-like protein|ras homolog gene family, member T1	17q11.2	17	NC_000017.11	32142502	32225727	plus	27	613888	
9606	Homo sapiens	4885	0	live	NPTX2	NARP, NP-II, NP2	neuronal pentraxin 2	neuronal pentraxin-2|apexin|neuronal activity-regulated pentaxin|neuronal pentraxin II	7q22.1	7	NC_000007.14	98617285	98629869	plus	5	600750	
10090	Mus musculus	12177	0	live	Bnip3l	D14Ertd719e, Nip3L, Nix	BCL2/adenovirus E1B interacting protein 3-like	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like|BCL2/adenovirus E1B 19 kDa-interacting protein 3-like|BCL2/adenovirus E1B 19kDa-interacting protein 3-like|NIP3-like protein X	14 34.6 cM	14	NC_000080.7	67222688	67246580	minus	10		
9606	Homo sapiens	57019	0	live	CIAPIN1	Anamorsin, CIAE2, DRE2, PRO0915	cytokine induced apoptosis inhibitor 1	anamorsin|fe-S cluster assembly protein DRE2 homolog|predicted protein of HQ0915	16q21	16	NC_000016.10	57428187	57447385	minus	9	608943	
9606	Homo sapiens	8653	0	live	DDX3Y	DBY	DEAD-box helicase 3 Y-linked	ATP-dependent RNA helicase DDX3Y|DEAD (Asp-Glu-Ala-Asp) box helicase 3, Y-linked|DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, Y-linked|DEAD box protein 3, Y-chromosomal|DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide, Y chromosome	Yq11.221	Y	NC_000024.10	12903999	12920478	plus	16	400010	
7955	Danio rerio	30304	0	live	tdgf1	cb85, cripto, oep, wu:fe01d04, zgc:109829	teratocarcinoma-derived growth factor 1	teratocarcinoma-derived growth factor 1|one-eyed pinhead		10	NC_007121.7	1955474	1961930	minus	7		
10090	Mus musculus	13807	0	live	Eno2	D6Ertd375e, Eno-2, NSE	enolase 2, gamma neuronal	gamma-enolase|2-phospho-D-glycerate hydro-lyase|neural enolase|neuron-specific enolase	6 59.17 cM	6	NC_000072.7	124737018	124746489	minus	12		
10090	Mus musculus	14763	0	live	Gpr37	Pael-R	G protein-coupled receptor 37	prosaposin receptor GPR37|parkin-associated endothelin B-like receptor|probable G-protein coupled receptor 37	6 11.65 cM	6	NC_000072.7	25668522	25689979	minus	2		
9606	Homo sapiens	57704	0	live	GBA2	AD035, NLGase, SPG46	glucosylceramidase beta 2	non-lysosomal glucosylceramidase|beta-glucocerebrosidase 2|bile acid beta-glucosidase GBA2|bile acid glucosyl transferase GBA2|cholesterol glucosyltransferase GBA2|cholesteryl-beta-glucosidase GBA2|glucocerebrosidase 2|glucosidase, beta (bile acid) 2|glucosylceramidase 2|non-lysosomal cholesterol glycosyltransferase|non-lysosomal galactosylceramidase|non-lysosomal glycosylceramidase	9p13.3	9	NC_000009.12	35736866	35749228	minus	18	609471	
10116	Rattus norvegicus	29480	0	live	Rgs4		regulator of G-protein signaling 4	regulator of G-protein signaling 4|RGP4	13q24	13	NC_086031.1	84469593	84475884	minus	5		
9606	Homo sapiens	2941	0	live	GSTA4	GSTA4-4, GTA4	glutathione S-transferase alpha 4	glutathione S-transferase A4|GST class-alpha member 4|S-(hydroxyalkyl)glutathione lyase A4|glutathione S-alkyltransferase A4|glutathione S-aralkyltransferase A4|glutathione S-aryltransferase A4|glutathione S-transferase A4-4|glutathione transferase A4-4	6p12.2	6	NC_000006.12	52977953	52995284	minus	7	605450	
9606	Homo sapiens	219931	0	live	TPCN2	SHEP10, TPC2	two pore segment channel 2	two pore channel protein 2|two pore calcium channel protein 2|voltage-dependent calcium channel protein TPC2	11q13.3	11	NC_000011.10	69048932	69090597	plus	25	612163	
9606	Homo sapiens	23317	0	live	DNAJC13	PARK21, RME8	DnaJ heat shock protein family (Hsp40) member C13	dnaJ homolog subfamily C member 13|DnaJ (Hsp40) homolog, subfamily C, member 13|DnaJ domain-containing protein RME-8|required for receptor-mediated endocytosis 8	3q22.1	3	NC_000003.12	132417502	132539032	plus	57	614334	
9606	Homo sapiens	8622	0	live	PDE8B	ADSD, PPNAD3	phosphodiesterase 8B	high affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B|3',5' cyclic nucleotide phosphodiesterase 8B|cell proliferation-inducing gene 22 protein	5q13.3	5	NC_000005.10	77086715	77428256	plus	27	603390	
